일자별 수요예측 리스트 (단위 : MW),,,,,,,,,,,,,,,,,,,,,,,,
구분,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
20220101,"64,240","61,270","58,890","57,400","56,990","57,280","57,640","56,980","56,160","54,800","54,860","54,040","53,280","53,070","53,590","54,950","57,430","61,020","62,890","62,910","62,350","61,800","62,230","62,850"
20220102,"58,450","56,290","54,610","53,520","53,710","54,500","55,280","55,450","55,320","54,670","55,310","54,650","54,480","54,170","54,750","56,180","58,660","62,220","63,610","63,430","62,560","61,280","61,290","61,910"
20220103,"60,160","58,000","56,720","56,140","56,840","58,730","62,900","70,240","80,360","81,740","79,520","77,610","74,550","78,310","80,670","81,950","83,690","81,510","78,200","75,010","72,040","68,770","67,090","68,200"
20220104,"65,970","63,600","62,330","61,540","61,940","63,230","66,500","72,250","80,570","82,750","81,410","79,480","75,920","78,780","79,350","79,330","80,680","78,520","76,100","74,020","71,640","68,580","67,000","68,410"
20220105,"66,240","63,870","62,490","61,700","62,090","63,470","66,940","72,890","81,540","83,660","82,200","80,250","76,580","79,760","80,650","80,710","81,850","79,480","76,870","74,590","72,210","69,050","67,470","68,980"
20220106,"65,940","63,790","62,420","62,030","62,330","63,810","67,160","72,790","80,770","81,840","79,890","77,250","73,200","75,880","76,860","78,230","80,850","79,820","77,670","75,290","72,820","69,760","68,100","69,220"
20220107,"65,960","63,790","62,420","62,130","62,530","64,120","67,380","73,010","81,190","83,170","81,940","79,690","75,410","78,080","79,160","79,910","81,830","79,930","77,580","74,990","72,610","69,360","67,670","68,790"
20220108,"64,450","63,520","60,760","60,480","61,080","60,460","63,020","64,180","66,150","65,460","63,890","60,160","56,500","56,600","56,420","57,980","60,360","61,750","63,220","62,740","61,760","60,390","61,110","61,630"
20220109,"62,560","60,210","58,640","57,950","58,050","58,830","59,810","60,290","60,500","59,060","58,490","56,410","55,010","55,020","56,020","58,670","62,280","65,260","66,520","66,220","65,440","64,170","63,880","63,790"
20220110,"59,250","57,280","56,100","55,610","56,210","57,990","61,850","68,700","78,270","79,630","77,590","75,740","72,880","76,350","78,630","79,780","81,390","79,300","76,270","73,280","70,400","67,340","65,750","66,760"
20220111,"65,820","64,460","62,890","62,000","63,000","65,070","68,130","73,760","81,320","81,430","80,440","77,750","72,860","76,250","77,770","79,860","81,890","80,770","79,030","76,330","73,560","70,610","68,830","69,640"
20220112,"67,200","65,240","64,060","63,070","63,460","66,140","69,510","75,560","84,390","85,590","83,820","81,180","77,820","81,700","83,480","84,950","86,010","84,540","82,130","77,850","75,380","71,920","70,540","71,850"
20220113,"67,210","64,850","63,660","63,170","63,860","65,740","69,510","75,760","84,510","85,210","82,840","79,300","74,230","76,900","78,480","80,550","84,590","84,130","82,210","79,530","76,750","73,200","71,420","72,640"
20220114,"67,700","65,730","64,660","64,170","64,670","66,250","69,710","75,350","83,380","83,900","81,340","78,400","74,250","76,860","78,240","79,890","83,410","82,720","80,490","78,010","75,450","71,800","70,140","71,260"
20220115,"66,570","65,110","63,140","62,750","62,450","63,040","65,830","66,600","68,280","66,220","64,840","61,970","59,710","60,320","60,910","63,790","66,420","67,910","68,770","66,880","66,300","64,630","63,750","63,860"
20220116,"61,800","59,250","57,580","57,000","57,100","57,880","58,870","59,450","60,040","58,920","58,250","56,550","55,270","55,460","56,080","57,860","61,080","64,330","65,960","65,760","64,880","63,620","63,630","63,750"
20220117,"60,600","58,440","57,160","56,770","57,570","59,740","64,100","71,640","81,800","83,660","81,330","78,480","74,020","77,580","79,630","81,000","83,430","81,740","79,010","76,030","73,160","69,910","68,250","69,360"
20220118,"69,110","66,830","65,560","65,170","66,170","67,150","70,810","75,740","82,800","82,520","79,980","77,210","72,480","74,500","76,000","77,840","80,850","80,540","78,700","76,220","74,370","70,620","69,660","70,480"
20220119,"67,980","65,930","64,660","64,070","64,560","65,950","69,210","74,950","82,910","83,130","80,590","77,530","73,010","75,230","76,530","78,470","82,070","81,350","79,210","76,630","74,170","70,720","69,160","70,180"
20220120,"67,870","65,800","64,530","64,140","64,640","66,120","69,580","75,420","83,280","83,040","80,700","77,360","72,730","74,830","75,920","77,780","81,790","81,750","80,190","77,490","74,920","71,560","70,090","71,110"
20220121,"67,560","65,490","64,110","63,730","64,230","65,210","68,780","74,030","81,010","80,180","77,650","74,710","70,250","72,540","73,640","75,610","78,930","77,810","76,040","73,840","72,270","69,310","68,030","68,940"
20220122,"66,700","64,840","62,960","62,570","61,770","62,860","63,740","65,410","67,580","67,020","67,170","65,220","63,060","64,070","64,760","65,520","66,040","66,050","66,590","65,480","64,600","62,930","62,250","63,260"
20220123,"62,030","60,360","59,390","58,900","59,000","59,390","59,970","60,350","60,750","59,980","59,350","58,070","56,880","56,890","57,580","59,160","61,680","63,960","65,190","64,990","64,400","63,530","63,450","63,770"
20220124,"59,030","57,070","55,990","55,690","56,390","58,270","62,140","68,990","77,840","79,670","77,650","75,080","71,530","75,210","77,380","78,440","80,270","78,580","76,360","73,870","71,200","68,050","66,570","67,470"
20220125,"67,370","65,420","64,250","63,770","64,080","65,650","68,900","74,520","81,700","81,630","79,700","76,550","71,660","73,830","75,030","76,500","79,540","78,710","77,430","75,230","73,060","70,010","68,650","69,570"
20220126,"67,150","65,390","64,220","63,820","64,120","65,500","68,650","73,980","80,840","80,630","78,880","75,820","71,270","73,270","74,460","75,820","78,740","77,920","76,660","74,570","72,600","69,750","68,370","69,290"
20220127,"65,530","63,280","62,110","61,720","62,120","63,800","67,160","72,500","80,440","81,970","81,210","79,140","75,170","77,330","77,830","78,210","79,870","78,410","77,170","74,790","72,520","69,260","67,880","68,690"
20220128,"66,230","63,670","62,300","61,720","62,220","63,590","66,450","71,180","77,440","76,900","73,540","70,260","65,000","67,090","68,090","68,650","70,900","70,800","71,140","69,750","68,480","67,030","66,460","68,280"
20220129,"65,550","62,890","60,910","60,320","60,220","60,590","61,450","61,790","62,140","59,760","58,220","56,340","53,530","53,480","53,630","55,090","57,730","60,070","62,120","61,820","61,040","60,460","61,180","63,090"
20220130,"60,070","57,390","55,610","55,120","55,020","55,610","55,990","55,580","55,560","54,250","53,320","52,150","50,970","51,070","51,660","53,240","55,840","58,620","60,340","59,750","58,780","58,520","59,440","60,050"
20220131,"57,270","54,920","53,150","52,260","52,050","52,530","52,880","52,540","50,550","47,130","45,570","44,540","43,580","43,360","43,960","45,870","49,020","52,200","54,190","53,850","53,670","53,590","55,020","55,930"
20220201,"53,960","52,010","50,550","49,970","50,070","50,850","51,510","51,580","49,330","44,550","41,980","40,400","39,690","39,800","40,910","43,360","47,310","49,930","52,040","52,210","52,310","52,620","54,230","55,330"
20220202,"53,270","51,200","50,010","49,530","49,630","50,200","50,560","50,540","50,580","48,410","47,840","47,250","46,360","46,170","47,280","49,170","52,330","55,660","58,280","57,940","57,440","56,880","57,600","57,810"
20220203,"55,170","53,010","51,720","51,340","51,840","53,520","56,380","61,330","69,520","72,160","70,280","67,980","63,120","65,310","66,990","68,100","72,370","72,680","72,220","69,520","67,440","65,180","64,400","66,910"
20220204,"64,820","62,770","61,600","61,310","61,610","63,090","66,450","71,190","78,430","78,270","76,610","73,840","69,590","71,680","72,450","73,580","76,560","77,150","76,480","73,970","71,500","69,050","67,880","69,190"
20220205,"65,170","62,500","60,520","60,930","60,330","61,420","62,300","63,380","64,550","62,560","62,410","61,050","58,380","59,200","59,490","59,970","61,920","62,340","63,680","63,280","62,500","61,720","61,840","62,450"
20220206,"61,030","57,970","55,900","55,120","55,110","55,990","57,170","57,850","58,620","57,560","57,390","55,100","53,020","53,510","54,120","56,200","59,430","63,040","65,790","65,490","64,420","62,860","62,670","62,980"
20220207,"59,620","57,460","56,380","56,190","56,790","58,770","62,840","69,690","78,440","79,960","78,490","76,500","73,240","76,650","78,340","78,700","79,950","78,180","76,550","74,260","71,690","68,740","67,050","67,660"
20220208,"66,690","64,330","63,450","62,660","63,150","64,540","67,800","72,850","80,520","80,790","78,850","76,790","72,630","74,730","76,400","77,290","80,020","79,110","77,450","75,450","73,280","70,720","68,650","69,860"
20220209,"64,500","62,040","60,570","60,180","60,770","62,560","66,230","72,270","79,330","78,310","75,280","71,720","66,670","68,770","69,240","70,220","73,640","73,920","73,750","72,060","70,290","67,540","66,260","67,270"
20220210,"66,400","64,340","62,870","62,380","62,870","64,350","67,690","72,830","79,250","78,550","76,220","73,370","68,420","70,810","72,680","74,550","78,070","77,640","76,740","75,040","72,870","69,610","68,240","68,750"
20220211,"65,510","63,250","62,370","61,590","62,180","63,660","66,910","71,860","78,370","78,700","76,460","74,000","69,930","72,300","73,950","75,210","77,860","76,960","75,580","73,380","71,400","68,760","67,470","68,080"
20220212,"63,170","60,700","59,120","58,230","58,230","59,020","60,690","62,660","65,140","63,960","62,820","60,370","57,120","58,030","59,310","60,970","62,980","64,180","65,730","64,930","63,360","61,100","60,720","62,120"
20220213,"60,580","58,220","56,550","55,860","55,860","56,540","57,520","58,000","57,570","55,190","54,540","53,060","51,670","52,370","52,970","54,450","57,580","61,090","63,840","63,440","62,470","61,100","60,920","61,230"
20220214,"57,770","56,010","55,040","54,650","55,250","57,130","61,100","67,630","75,500","77,390","77,660","75,960","71,640","74,590","76,380","76,840","78,380","76,400","74,770","72,160","69,390","66,140","64,670","65,480"
20220215,"63,140","61,470","60,580","59,990","60,680","62,350","66,090","71,520","79,240","79,780","77,840","75,590","71,630","74,520","75,990","76,950","79,910","79,020","77,820","74,720","72,530","69,570","68,290","69,310"
20220216,"66,160","64,300","63,120","63,030","64,020","64,600","68,360","73,810","81,410","82,190","79,920","77,060","72,560","75,360","77,110","78,190","81,350","81,080","79,600","76,990","74,910","71,450","69,570","70,790"
20220217,"68,060","65,790","64,510","64,220","64,910","66,690","69,860","75,010","82,980","83,270","80,310","77,150","72,150","75,160","77,320","79,680","82,530","82,230","80,460","78,560","75,590","72,040","70,160","70,780"
20220218,"66,730","64,890","63,620","63,240","63,230","64,990","68,340","73,270","81,250","82,030","80,790","78,160","74,600","77,700","79,010","79,690","81,740","79,240","76,850","74,450","72,470","69,910","68,230","68,450"
20220219,"67,180","65,120","63,150","62,560","61,760","63,340","64,820","66,090","69,290","69,010","68,930","67,260","63,890","65,710","65,620","66,500","68,130","68,950","68,580","68,180","67,000","64,730","63,650","65,560"
20220220,"63,390","60,540","58,770","58,180","58,380","59,360","60,430","60,710","60,070","56,840","56,200","54,820","53,840","55,330","56,690","58,040","60,160","63,290","66,620","66,720","65,950","64,590","64,410","64,630"
20220221,"58,780","56,620","55,440","55,150","55,940","58,120","62,580","69,530","77,820","78,810","77,640","75,400","71,210","74,310","75,860","76,840","79,200","78,230","77,040","74,620","72,240","69,180","67,610","68,530"
20220222,"66,270","64,100","62,420","62,030","62,830","64,520","68,300","73,370","80,220","80,340","78,090","75,220","70,360","73,660","75,040","76,530","79,850","79,480","78,130","76,030","73,360","70,510","69,030","70,150"
20220223,"68,550","66,490","65,310","64,720","65,020","66,510","69,680","74,840","80,880","80,600","78,650","75,490","70,830","72,530","73,510","74,690","77,710","77,540","77,280","75,580","73,320","70,360","68,790","69,910"
20220224,"66,830","64,870","63,810","63,220","63,710","65,080","68,240","73,080","78,140","77,340","75,820","72,980","69,050","71,200","72,480","73,670","76,480","76,600","76,520","74,820","72,650","69,990","68,120","69,140"
20220225,"66,390","64,730","63,850","63,460","63,850","65,030","67,790","72,040","76,950","76,650","75,320","72,980","68,930","70,530","71,300","72,260","74,800","75,180","75,070","73,660","71,780","69,620","68,040","68,760"
20220226,"64,220","61,550","60,270","59,970","59,070","59,960","60,550","61,520","63,110","62,010","62,300","60,730","59,280","60,640","61,480","61,680","62,820","63,020","63,960","63,260","62,600","61,420","60,840","60,940"
20220227,"60,330","58,650","57,570","57,270","57,380","57,860","58,540","58,830","57,840","55,600","55,060","53,600","52,610","52,790","53,470","54,950","57,480","60,490","62,900","63,090","62,510","61,640","61,460","61,470"
20220228,"58,100","56,140","55,060","54,770","55,460","57,540","61,600","67,960","75,080","75,440","74,170","72,110","69,040","72,140","73,210","74,090","76,040","75,250","74,670","72,650","70,470","67,910","66,050","66,970"
20220301,"62,050","59,630","58,180","57,510","58,210","59,280","60,740","62,340","64,710","64,920","65,130","63,130","60,360","60,360","60,060","60,720","62,470","62,890","65,590","65,960","65,380","64,410","64,320","64,630"
20220302,"61,030","58,970","57,800","57,610","58,210","59,880","63,230","67,880","73,410","73,370","71,710","69,060","64,700","66,300","66,470","67,330","69,370","68,870","70,060","69,040","68,060","66,410","65,170","65,990"
20220303,"62,800","60,530","59,550","59,260","59,860","61,450","64,820","69,000","73,630","70,780","68,830","65,390","61,770","65,170","66,970","68,350","72,300","72,720","73,310","72,280","70,210","67,830","66,560","66,470"
20220304,"62,010","59,540","58,860","58,570","58,970","60,260","63,220","68,090","74,040","74,790","74,320","72,850","69,890","71,890","73,370","73,050","73,810","72,340","70,730","69,280","67,490","65,020","64,160","64,670"
20220305,"61,390","59,020","57,740","56,760","57,050","58,830","59,600","59,090","58,490","54,760","53,290","51,320","50,160","50,480","53,480","54,840","58,870","61,560","63,240","62,790","62,830","60,950","61,060","61,760"
20220306,"60,210","58,730","57,850","57,550","57,750","58,230","58,800","58,910","57,110","54,800","54,340","53,080","52,200","52,110","52,690","54,050","56,490","59,470","61,740","62,090","61,690","61,210","61,030","61,040"
20220307,"56,280","54,230","53,160","52,870","53,560","55,730","59,880","66,530","73,960","74,230","72,970","70,830","67,660","70,870","71,930","72,890","74,930","74,020","73,400","71,380","68,990","66,330","64,470","65,390"
20220308,"62,500","60,330","59,150","58,970","59,670","61,250","64,510","69,180","74,210","73,460","70,400","66,390","62,000","63,410","64,900","66,660","69,500","70,210","70,580","69,530","67,740","65,760","64,390","64,400"
20220309,"61,640","59,360","58,070","57,670","57,970","58,860","60,240","61,150","62,180","61,210","60,860","59,700","56,620","57,220","57,510","58,070","59,590","61,660","64,910","65,660","64,870","63,490","62,910","62,530"
20220310,"58,280","56,610","55,740","55,650","56,240","58,020","61,090","66,050","71,460","71,530","70,070","68,040","65,110","66,520","67,120","68,200","70,340","70,940","71,110","69,840","67,950","66,180","65,100","65,230"
20220311,"60,070","58,210","57,030","56,340","57,230","59,100","62,160","66,530","70,810","69,930","67,660","64,290","59,820","62,020","63,510","64,990","67,050","67,790","67,210","66,660","65,570","63,880","63,000","62,210"
20220312,"58,940","56,970","55,380","55,090","54,990","55,180","56,550","57,450","59,320","57,680","57,320","55,450","53,470","54,280","54,370","55,240","56,680","56,580","58,560","59,220","59,030","57,350","57,060","57,080"
20220313,"56,560","55,280","54,500","54,210","54,500","54,890","55,370","55,080","53,180","51,290","51,000","50,010","49,410","49,310","49,800","50,990","52,960","55,510","57,550","58,030","57,750","57,360","57,270","57,180"
20220314,"53,880","51,710","50,620","50,430","51,320","53,610","57,690","64,160","71,170","71,330","69,350","66,680","62,700","64,500","65,300","66,680","69,620","70,430","70,690","69,030","66,540","64,280","62,810","62,930"
20220315,"58,190","56,040","54,960","54,570","55,470","57,440","60,410","65,310","70,470","70,500","68,510","65,660","61,410","62,500","63,300","63,570","65,420","66,450","66,960","66,500","65,010","63,330","62,350","62,170"
20220316,"58,030","56,470","54,800","54,700","54,900","56,580","59,450","63,950","67,600","67,030","66,250","63,490","59,730","62,630","64,020","65,200","66,450","66,780","66,010","65,150","64,350","62,470","61,390","60,710"
20220317,"59,930","57,750","56,660","56,460","57,160","58,840","62,120","66,420","70,370","69,200","67,110","63,940","60,060","61,450","62,340","63,520","66,480","68,030","69,060","68,610","66,520","64,730","63,550","63,060"
20220318,"58,380","56,220","55,030","55,040","55,130","56,410","58,770","63,380","69,170","69,870","70,990","70,310","67,930","69,430","70,220","69,520","68,610","66,630","65,750","64,790","63,690","62,010","61,140","61,660"
20220319,"58,890","57,220","55,440","54,940","55,850","55,730","57,870","59,650","62,500","63,400","63,810","61,830","59,440","59,400","58,910","59,110","58,940","59,690","60,660","60,230","58,440","58,060","57,280","57,400"
20220320,"53,750","50,300","48,330","47,640","48,250","49,520","50,270","50,850","50,500","50,460","51,870","51,200","50,510","50,260","50,170","50,670","52,680","55,910","59,170","59,930","58,850","57,680","57,100","56,330"
20220321,"53,250","51,170","50,190","50,000","51,000","53,290","57,160","63,250","70,770","72,780","71,990","71,010","69,220","71,980","72,590","72,590","73,330","72,580","71,850","70,220","67,630","65,450","63,970","63,690"
20220322,"58,460","56,500","55,210","54,820","55,710","57,770","60,500","64,730","67,930","66,590","64,840","62,280","58,720","61,010","61,990","64,250","67,470","68,490","68,790","67,820","65,820","64,250","62,880","62,310"
20220323,"58,570","56,510","55,130","54,940","55,740","57,430","60,410","65,580","71,460","71,800","70,620","69,240","66,090","68,070","69,280","69,790","70,580","69,990","69,460","68,540","66,460","64,180","63,110","62,730"
20220324,"59,160","57,000","56,120","55,720","56,400","58,280","61,530","65,450","69,250","67,910","65,750","62,500","58,830","60,520","61,600","62,860","65,790","67,010","67,720","67,160","65,960","63,790","62,720","62,440"
20220325,"58,290","56,410","55,420","54,730","55,030","56,620","59,300","63,190","66,870","67,080","66,400","64,910","63,060","66,480","68,170","68,640","69,320","67,690","66,640","65,520","64,120","61,730","60,440","59,550"
20220326,"56,560","54,090","52,710","52,320","52,720","53,700","54,770","56,160","58,480","58,910","58,790","57,120","54,390","54,900","55,180","55,530","55,850","56,480","58,110","58,580","57,700","56,730","56,360","56,480"
20220327,"53,920","51,360","49,890","49,300","49,580","50,460","51,040","51,080","50,640","50,170","50,750","50,190","49,110","48,420","47,950","48,870","50,670","53,480","56,730","57,910","57,320","56,450","56,070","55,590"
20220328,"53,560","51,380","50,390","50,300","51,100","53,280","57,150","62,230","67,690","68,120","67,150","65,770","63,080","65,920","67,500","69,050","70,860","70,400","70,150","68,920","66,550","64,380","63,010","62,550"
20220329,"59,190","56,950","55,790","55,400","56,110","57,700","60,560","64,460","69,090","68,810","67,150","65,280","62,550","64,550","65,230","66,190","67,150","66,770","67,070","66,800","65,120","63,450","62,280","62,010"
20220330,"56,560","54,380","53,400","53,000","53,310","55,200","57,580","61,080","65,700","67,200","66,820","66,730","64,560","67,960","68,850","69,230","68,720","66,890","67,050","66,320","63,930","62,540","60,950","60,260"
20220331,"56,850","54,870","53,380","53,380","53,680","55,570","58,660","63,460","68,900","70,020","69,340","67,660","64,570","66,260","66,060","66,540","66,820","67,080","67,220","66,980","65,080","63,190","62,010","61,520"
20220401,"58,190","55,930","54,850","54,460","55,150","57,030","59,900","63,280","66,810","66,330","65,260","63,800","60,840","63,380","64,260","65,700","67,350","67,590","67,410","67,360","65,470","63,690","62,510","61,720"
20220402,"56,950","53,390","51,510","50,620","51,010","52,090","53,260","54,980","58,370","59,540","59,380","57,820","54,950","54,840","53,820","53,390","53,840","55,170","57,780","58,690","57,580","56,500","55,920","55,950"
20220403,"52,280","50,410","49,430","49,040","49,330","50,020","50,280","49,400","47,790","46,260","46,400","45,640","44,970","45,160","45,340","46,510","48,450","51,090","53,800","55,110","54,700","54,120","54,040","53,470"
20220404,"52,640","50,580","49,600","49,600","50,400","52,680","56,450","60,960","65,250","64,920","64,070","62,410","58,440","59,830","60,710","62,280","65,320","67,050","68,160","68,080","66,070","64,190","63,010","62,340"
20220405,"56,780","54,710","53,630","53,340","53,930","55,620","58,390","61,500","64,660","63,790","62,620","60,860","57,970","60,770","62,060","62,730","63,980","64,430","65,240","65,480","63,970","62,490","61,310","60,520"
20220406,"56,470","54,400","53,210","52,920","53,610","55,300","58,070","61,420","64,710","63,760","62,600","60,730","57,860","60,650","62,030","62,700","63,940","64,380","65,190","65,500","63,890","62,400","61,220","60,440"
20220407,"56,690","54,710","53,730","53,240","53,740","55,420","58,200","62,050","66,000","65,940","65,470","64,360","61,250","63,060","64,080","64,700","65,680","65,450","66,470","66,100","64,500","62,820","61,730","60,940"
20220408,"57,190","55,220","54,140","53,750","54,440","56,120","58,800","61,270","63,750","62,390","60,530","58,350","55,360","57,350","58,520","60,190","62,650","63,800","65,010","65,620","64,210","62,630","61,340","60,450"
20220409,"55,160","53,000","51,820","51,630","51,430","52,010","52,690","52,230","51,780","50,120","49,860","48,690","47,120","48,010","49,100","49,770","51,410","53,220","54,620","56,170","56,160","55,070","54,480","54,200"
20220410,"52,710","50,430","49,340","48,850","49,250","50,140","50,530","48,800","45,580","43,210","42,940","41,560","40,770","40,970","41,760","43,730","46,780","50,420","53,810","55,770","55,660","55,170","54,780","53,990"
20220411,"49,320","47,330","46,340","46,250","47,140","49,230","52,820","56,650","60,100","59,420","57,940","55,660","52,070","53,870","54,960","56,930","60,000","62,160","63,810","64,060","62,160","60,570","59,270","58,480"
20220412,"55,100","52,730","51,550","51,160","51,450","52,530","54,720","58,280","62,450","63,180","62,830","62,060","59,180","61,470","61,950","62,020","62,770","63,210","63,040","63,450","62,530","60,940","58,860","57,670"
20220413,"54,530","51,940","51,250","50,550","50,850","52,240","54,130","57,660","60,990","62,310","63,250","63,470","61,780","64,870","66,060","66,240","65,610","65,360","64,420","64,660","62,750","62,050","59,660","58,690"
20220414,"54,720","52,450","51,460","51,370","51,270","53,340","55,530","59,560","65,290","68,110","67,640","67,050","64,560","67,050","67,740","67,410","68,180","66,840","66,510","65,460","63,760","62,070","59,780","59,300"
20220415,"55,630","53,470","52,690","52,100","52,490","54,070","56,040","58,270","61,290","61,020","60,940","60,950","59,030","62,210","63,790","64,450","65,020","63,670","63,040","63,010","61,010","60,230","58,850","57,970"
20220416,"55,190","53,310","51,520","51,230","51,130","52,520","52,420","51,260","49,710","47,930","47,660","46,970","45,380","46,670","47,260","49,260","51,320","52,670","54,710","55,960","55,740","54,940","54,350","53,760"
20220417,"50,980","49,410","48,540","48,140","48,350","48,940","49,250","47,920","45,880","44,510","44,240","43,360","42,970","43,570","44,560","46,010","48,160","50,300","52,440","53,770","53,750","53,260","52,680","51,910"
20220418,"49,020","46,950","45,870","45,780","46,570","48,760","52,440","56,240","60,170","59,700","58,830","57,060","53,860","56,230","57,920","60,010","63,080","65,030","66,270","66,730","64,630","62,650","60,860","59,380"
20220419,"53,180","51,510","50,730","50,540","50,830","52,620","54,910","57,690","59,160","58,490","57,430","56,260","54,170","57,460","59,240","60,920","63,070","64,300","64,330","63,840","62,320","60,420","59,130","58,440"
20220420,"55,400","53,430","53,150","52,250","53,050","54,440","57,220","59,390","60,950","59,490","57,120","54,240","51,050","53,250","54,730","57,910","61,060","63,500","64,820","65,740","63,420","61,930","60,450","59,260"
20220421,"55,130","53,180","52,300","52,010","52,700","54,090","56,380","58,400","60,410","59,230","57,660","55,810","53,040","55,420","57,000","58,980","61,620","63,270","64,410","64,730","63,320","61,730","60,150","59,070"
20220422,"53,920","51,960","50,680","50,780","50,780","52,160","54,760","58,120","61,150","61,780","61,610","60,940","58,860","61,340","62,130","63,190","63,940","63,590","63,640","63,260","62,140","60,150","58,270","57,290"
20220423,"55,210","52,650","51,760","50,770","51,080","52,260","52,260","51,830","51,090","49,920","50,050","49,870","48,670","50,160","50,860","52,040","53,690","54,220","55,350","55,270","55,650","54,550","53,270","53,980"
20220424,"50,220","48,840","48,260","47,970","48,260","48,750","48,770","47,560","45,910","44,670","44,600","43,900","43,600","43,900","44,600","45,770","47,620","49,640","51,270","52,470","52,450","52,060","51,580","50,800"
20220425,"49,540","47,590","46,710","46,620","47,320","49,100","52,280","56,000","60,420","60,850","59,470","57,820","54,640","56,290","57,180","58,760","61,460","62,990","64,120","64,650","63,140","61,440","59,950","58,780"
20220426,"55,290","53,130","51,950","51,460","52,260","52,940","55,420","59,830","64,620","66,320","65,940","65,170","62,760","64,920","65,700","66,090","67,560","67,030","67,100","66,670","64,680","62,900","59,920","58,640"
20220427,"54,840","52,780","51,700","51,310","51,900","53,290","55,780","58,310","61,430","61,250","60,460","59,290","56,830","59,460","60,360","61,320","63,250","64,100","64,750","65,270","63,760","61,880","60,200","58,830"
20220428,"54,120","52,440","51,560","50,970","51,460","52,850","55,140","57,610","59,860","58,890","57,230","55,960","53,270","55,960","57,650","59,500","61,960","62,900","64,050","63,970","62,550","60,860","59,380","57,790"
20220429,"54,130","52,370","51,200","51,010","50,910","52,290","54,270","58,380","62,770","63,860","64,080","63,300","60,500","61,890","62,380","62,840","63,120","63,090","63,060","62,920","61,610","59,820","58,240","57,470"
20220430,"55,860","52,310","51,830","51,140","51,340","52,020","53,010","52,650","51,660","50,670","50,090","49,730","48,340","49,300","50,280","51,670","52,120","53,270","54,810","55,950","55,350","53,970","54,190","53,510"
20220501,"49,060","46,980","45,910","45,420","45,610","46,200","46,600","45,260","43,190","41,230","41,150","39,780","39,180","39,970","41,060","43,330","46,480","49,720","52,360","54,390","54,370","53,390","52,300","50,910"
